Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
2014-01-01,247.4,1.5,21.0,36.6,3.8,64.4,5.0,64.9,13.5,59.3,6.0,8.1,231.1,98.3,24.7,28.6,21.6,171.7,57.1,353.1,1.5,5.4,1.2,162.0,1.5,67.5,5.5,91.5,175.6,1.7,245.3,127.0,2.9,219.2,31.7,102.0,2759.2
2014-01-02,253.0,1.7,21.7,40.5,3.8,64.2,5.3,65.0,13.8,57.9,6.0,8.4,237.5,104.6,25.0,38.4,21.4,174.6,57.7,361.7,1.7,4.9,1.2,173.4,1.6,64.4,5.7,92.4,189.0,1.7,247.7,127.7,2.9,214.9,33.0,101.4,2825.8
2014-01-03,256.1,1.7,21.1,39.3,3.9,63.7,5.7,67.2,14.9,58.7,7.4,7.9,241.8,113.2,25.7,43.3,21.4,179.9,58.4,357.7,1.8,4.9,1.2,176.4,1.6,63.7,5.9,94.7,196.0,1.7,253.8,124.8,3.3,227.2,33.6,101.5,2881.1000000000004
2014-01-04,252.6,1.7,21.1,40.3,3.7,63.4,5.8,63.5,15.2,60.0,7.7,8.0,242.2,110.7,26.0,37.4,21.0,177.2,58.8,365.0,1.5,5.3,1.2,176.0,1.6,66.3,5.8,96.8,189.0,1.3,252.2,129.4,2.5,229.2,34.1,118.5,2891.9999999999995
2014-01-05,138.3,1.7,20.5,50.4,4.0,64.2,5.5,65.4,15.2,54.2,6.4,7.6,251.1,114.7,25.6,43.0,20.4,176.1,59.3,341.9,1.8,5.6,1.2,128.1,1.6,62.4,5.8,89.5,204.5,1.4,245.6,123.8,2.5,223.2,33.1,103.4,2699.0
2014-01-06,138.8,1.6,21.3,51.3,4.3,64.7,5.6,66.4,15.1,53.3,6.8,7.8,257.6,119.5,25.7,42.1,20.3,179.1,60.9,353.3,2.1,5.8,1.2,136.2,1.7,61.9,5.1,94.3,210.6,1.6,251.1,127.6,2.6,228.5,34.6,101.0,2761.4
2014-01-07,137.3,1.8,21.2,50.9,4.1,64.4,5.8,69.7,15.2,55.2,7.2,7.9,253.5,117.4,26.1,43.1,18.9,179.6,61.2,357.6,2.3,4.8,1.2,141.3,1.7,59.7,6.0,95.7,208.6,1.5,255.1,129.2,2.7,229.0,34.6,108.3,2779.8
2014-01-08,138.0,1.7,20.4,49.1,4.2,66.1,5.6,70.7,15.2,55.5,7.5,7.8,255.7,117.5,26.3,43.2,19.2,179.8,61.3,358.6,2.4,6.1,1.2,146.5,1.7,60.4,6.2,96.3,209.4,1.7,256.2,131.9,2.6,226.8,35.4,109.3,2797.500000000001
2014-01-09,135.2,1.7,21.4,51.1,4.3,65.9,5.6,65.2,14.9,54.1,7.4,7.7,260.4,122.8,25.8,43.5,20.7,180.4,61.2,351.5,2.3,5.2,1.3,150.6,1.8,62.6,6.2,96.0,212.7,1.9,260.3,135.0,2.7,237.6,36.0,112.5,2825.4999999999995
2014-01-10,135.9,1.8,21.1,54.0,4.2,68.5,5.0,67.0,15.1,55.1,8.0,7.6,260.4,118.3,26.0,43.2,21.0,180.8,60.8,353.5,2.0,5.5,1.3,156.1,1.7,59.7,6.0,95.3,214.7,1.7,262.4,130.0,2.9,238.0,36.4,112.1,2833.1
2014-01-11,131.1,1.8,20.9,54.1,3.9,62.9,5.4,64.7,14.8,54.7,7.5,6.8,253.8,111.3,23.7,42.4,22.1,168.0,53.6,348.1,2.2,4.8,1.2,161.0,1.7,59.4,5.5,92.5,214.6,1.2,248.1,132.0,2.6,237.9,35.2,108.8,2760.3
2014-01-12,132.7,1.8,20.2,52.8,4.4,67.8,5.6,70.2,15.1,55.0,6.3,7.6,258.9,115.4,24.9,42.6,21.5,174.6,57.0,358.6,2.1,5.5,1.2,168.2,1.7,62.3,5.6,95.3,202.3,1.7,251.1,130.9,2.6,241.6,36.2,110.9,2812.2
2014-01-13,137.0,1.7,19.1,55.1,4.1,68.1,5.8,70.3,15.2,57.0,7.6,7.1,257.4,114.1,24.5,44.6,22.8,178.3,57.1,364.0,2.2,5.6,1.2,172.0,1.7,62.7,5.8,90.2,209.3,1.6,253.3,126.3,2.9,241.5,35.9,111.3,2834.4000000000005
2014-01-14,134.4,1.8,20.9,54.7,4.2,67.6,5.0,72.8,14.4,57.3,7.1,8.0,206.7,111.8,24.3,43.5,22.4,179.8,57.6,364.5,2.3,5.8,1.2,168.2,1.5,59.9,5.8,81.0,203.6,1.4,250.7,124.8,2.7,238.6,36.9,105.9,2749.1
2014-01-15,127.4,1.7,19.1,53.2,4.0,68.7,5.3,70.4,14.6,56.9,7.2,7.6,221.3,114.1,24.1,42.3,21.8,174.1,58.3,367.4,2.3,5.2,1.1,172.8,1.7,61.8,4.9,87.3,205.1,1.3,221.9,118.0,3.0,230.7,36.0,107.7,2720.3
2014-01-16,125.2,1.7,21.2,54.6,4.0,66.4,5.5,70.7,14.9,55.7,7.3,7.6,247.9,114.4,25.2,42.8,20.7,176.4,58.4,363.3,2.3,4.9,1.2,174.2,1.8,63.8,4.5,88.4,210.3,1.9,206.2,121.7,2.8,234.5,36.4,106.3,2745.1000000000004
2014-01-17,128.7,1.7,22.0,54.7,3.8,65.6,5.4,66.1,14.8,58.9,8.0,7.4,255.5,112.9,25.0,42.2,20.5,179.5,58.8,365.8,2.3,5.6,1.2,178.0,2.3,62.8,4.5,90.0,209.5,1.6,215.9,124.1,3.1,234.5,36.8,109.1,2778.5999999999995
2014-01-18,127.6,1.6,20.3,56.2,3.5,65.9,5.3,63.1,15.1,56.6,7.4,6.5,250.0,105.0,23.2,42.6,20.9,174.0,55.0,359.6,2.3,5.2,1.2,179.8,2.3,62.6,4.7,85.9,207.7,1.4,224.5,123.4,2.6,236.6,35.1,106.6,2741.3
2014-01-19,65.70142187307059,0.8259607321186017,10.337023708029772,27.45693706466988,1.9272417082767372,33.463924207350615,2.753202440395339,33.213633076405586,7.633879493823439,28.683363606300528,3.9545998689314867,3.5541340594194373,126.8725742760361,55.789893087647364,12.039003398455982,21.224687904138612,10.512227499691294,88.42785656287938,29.058800302718076,182.737554702967,1.0261936368746263,2.6030277618283204,0.6006987142680739,91.0308843247077,1.226426541630651,31.53668249907388,2.5779986487338173,44.57685042130999,104.0460231338493,0.7759025059295954,119.03846187745665,63.14845233743127,1.3265429940086635,118.71308340722811,17.920844975664203,55.38942727813532,1401.705420631456
2014-01-20,134.9,1.7,21.0,53.5,4.2,67.8,5.7,69.6,15.4,58.0,8.4,7.7,256.9,117.9,24.9,42.2,21.1,179.3,61.1,370.5,1.8,5.2,1.2,183.9,2.6,63.4,5.6,92.2,208.0,1.7,251.1,128.9,2.7,237.7,36.5,114.7,2858.999999999999
2014-01-21,134.2,1.7,20.5,49.8,4.4,68.6,5.6,69.5,15.4,56.1,8.7,7.8,248.2,122.9,25.7,42.0,21.4,180.5,60.7,370.1,1.8,5.0,1.2,187.6,2.6,64.3,5.7,89.3,208.8,1.7,253.0,129.0,2.6,242.6,36.8,113.4,2859.2
2014-01-22,136.6,1.7,20.7,54.6,4.3,70.0,5.8,69.4,15.1,57.6,8.8,7.8,242.0,103.9,27.6,35.8,22.8,184.8,60.6,369.4,1.7,5.2,1.2,166.2,2.6,63.0,5.7,87.4,163.8,1.7,251.6,129.0,2.5,237.9,38.5,108.1,2765.4
2014-01-23,139.8,1.7,21.1,54.0,4.1,69.2,5.8,68.7,15.4,56.3,7.5,8.1,250.2,111.2,25.4,42.8,22.7,187.0,60.3,363.5,1.8,5.3,1.2,161.6,2.3,59.6,6.1,88.7,182.3,1.6,253.9,130.7,2.4,232.3,34.9,108.3,2787.8
2014-01-24,137.1,1.5,21.6,53.9,3.9,70.4,5.8,66.1,15.6,57.1,6.9,7.9,249.4,109.8,25.1,42.6,22.5,181.9,59.7,364.3,1.6,5.3,1.3,166.1,1.9,65.1,5.7,85.5,188.0,1.6,258.9,130.0,2.6,236.7,35.4,109.5,2798.3
2014-01-25,137.0,1.7,21.2,53.8,3.7,70.2,5.6,61.5,15.2,55.9,5.8,6.9,242.0,105.6,23.6,43.8,22.2,170.0,55.4,352.7,1.8,5.3,1.2,147.2,2.4,61.2,5.4,84.7,185.5,1.3,245.3,125.2,2.7,236.0,34.0,108.0,2701.0
2014-01-26,68.65485721822195,0.8259607321186017,10.362052821124275,27.281733273008356,1.9272417082767372,34.890583653737295,2.6530859880173265,31.93714830858593,7.333530136689403,28.03260666584345,2.9784644582458664,3.65425051179745,121.1158782643004,53.68744758770911,12.139119850833994,21.274746130327618,11.012809761581355,87.85218696170581,27.657169969425905,173.6269575365679,0.951106297591117,2.5779986487338173,0.5756696011735708,74.7619608132807,1.1513392023471416,30.210139505065218,2.753202440395339,42.549492260655235,94.05940700914257,0.8009316190240986,125.0454490201374,63.02330677195876,1.3515721071031663,113.68223167523298,16.89465133878958,54.51340831982771,1353.799698168577
2014-01-27,137.3,1.6,20.2,55.2,4.0,69.2,5.0,66.1,14.1,56.1,6.1,7.7,241.9,108.9,24.9,41.2,21.8,181.0,55.1,341.0,2.0,5.0,1.1,151.5,2.2,59.5,5.6,85.3,190.3,1.9,254.3,126.6,2.7,218.2,33.5,109.8,2707.9
2014-01-28,140.0,1.8,21.0,50.5,4.2,71.2,6.0,67.3,15.4,54.7,6.5,7.9,248.7,114.0,26.1,42.3,21.6,186.3,60.3,367.0,2.1,5.1,1.2,151.1,2.3,63.7,5.4,89.2,198.5,1.7,260.7,130.5,2.7,221.1,34.7,112.1,2794.899999999999
2014-01-29,139.4,1.7,20.9,51.1,4.0,71.2,5.9,67.6,15.3,55.1,6.5,8.2,249.7,115.8,26.6,39.3,20.9,189.8,61.7,367.8,2.0,5.8,1.2,148.4,2.1,64.6,5.7,90.1,200.5,1.8,261.6,132.0,2.6,228.1,35.9,107.9,2808.8
2014-01-30,140.6,1.6,19.7,53.4,4.0,71.1,6.0,68.5,15.3,54.9,8.3,8.1,253.9,117.5,26.2,43.0,21.4,189.4,62.3,366.2,2.1,5.5,1.2,152.1,2.3,63.2,6.1,95.9,204.5,1.9,263.3,133.4,2.7,225.4,36.0,107.9,2834.9000000000005
2014-01-31,69.75613819438009,0.8509898452131048,10.036674350895735,27.55705351704789,1.852154368993228,35.71654438585589,2.903377118962357,32.56287613594851,7.533763041445428,27.682199082520405,3.3288720415689097,3.779396077269965,124.97036168085388,57.817251248302114,12.639702112724056,21.474979035083642,10.837605969919833,92.03204884848782,29.834702808647673,181.61124461371435,1.0512227499691293,2.6530859880173265,0.625727827362577,77.31493034892002,1.1763683154416449,32.087322987152945,2.903377118962357,47.05473261766579,101.34287891964297,0.8009316190240986,127.5984185557767,65.27592695046404,1.3265429940086633,113.25673675262644,18.020961428042217,52.21072991513343,1399.477829566045
2014-02-01,138.1,1.8,20.4,56.7,3.4,71.6,5.6,61.6,14.8,55.7,5.0,7.0,245.4,113.5,24.3,42.8,21.9,178.3,56.9,359.4,2.1,5.1,1.3,156.8,2.4,65.0,5.5,92.1,200.4,1.3,246.5,127.4,2.6,227.1,36.0,100.7,2756.4999999999995
2014-02-02,137.4,1.8,20.6,57.4,3.8,70.2,5.9,62.5,15.0,55.1,5.9,8.0,268.8,114.3,25.2,40.7,22.5,185.9,62.0,372.2,2.0,5.4,1.2,160.9,2.3,63.7,6.1,91.6,201.0,1.3,254.5,131.5,2.5,225.2,27.8,101.7,2813.9000000000005
2014-02-03,138.2,1.8,20.5,53.7,3.2,72.5,5.3,63.8,15.1,54.7,6.6,8.2,256.8,104.1,24.4,34.2,22.1,188.4,61.6,367.6,2.3,5.3,1.2,167.2,2.2,58.7,6.1,80.6,203.2,1.7,262.4,133.4,2.8,218.6,32.5,112.0,2793.0000000000005
2014-02-04,137.4,1.8,20.3,52.2,3.9,72.8,6.1,65.0,15.4,54.4,7.9,7.7,257.2,111.5,25.4,41.0,21.9,189.0,61.7,378.2,2.0,5.2,1.1,168.0,2.3,63.8,6.2,86.7,205.5,1.2,264.9,132.4,2.7,222.3,34.7,112.2,2841.9999999999995
2014-02-05,139.2,2.1,20.5,53.2,3.8,73.7,6.2,60.0,15.5,55.3,8.7,7.7,260.3,111.2,25.6,42.2,22.1,190.6,63.1,378.3,2.0,5.4,1.2,168.8,2.4,66.7,6.0,85.5,208.4,1.5,265.1,133.2,2.6,228.0,34.1,111.2,2861.4
2014-02-06,141.0,2.1,20.8,55.2,3.8,73.7,5.9,64.5,15.4,55.7,8.8,8.2,263.0,111.3,25.8,43.5,22.6,191.0,63.4,371.2,2.2,5.2,1.2,173.0,2.3,63.3,6.0,89.1,212.5,1.3,267.1,134.2,2.6,210.1,35.4,106.7,2859.0999999999995
2014-02-07,143.3,2.0,19.8,56.2,3.6,71.8,6.1,53.3,15.6,55.0,7.8,8.1,266.1,110.0,25.2,42.6,22.5,193.0,63.6,374.1,2.1,5.3,1.3,171.0,2.4,65.3,5.9,88.5,209.2,1.9,257.6,133.4,3.3,222.2,34.4,105.9,2849.4
2014-02-08,140.7,2.0,20.5,55.3,3.3,74.2,5.8,56.9,15.4,55.9,6.6,7.1,253.5,107.4,24.1,42.4,22.0,179.3,57.6,364.4,1.9,5.5,1.2,157.4,2.4,62.6,5.5,83.0,203.5,1.4,250.5,130.1,2.5,226.5,32.7,107.3,2768.4
2014-02-09,142.1,1.9,20.7,52.9,3.6,72.5,6.1,60.4,15.6,55.5,6.9,7.8,257.9,109.1,24.5,41.8,22.2,189.6,62.1,374.5,2.1,5.6,1.1,158.3,2.2,65.0,5.8,87.2,204.6,1.6,260.8,133.2,2.7,224.3,34.3,113.2,2829.7
2014-02-10,71.35800143242827,1.0011645237801232,10.08673257708474,26.08033584447221,1.8271252558987248,36.16706842155695,3.078580910623879,30.410372409821242,7.88417062476847,27.85740287418193,3.4540176070414255,4.029687208214996,128.82484509740738,55.990125992403385,12.26426541630651,20.97439677319358,10.912693309203343,95.56115379481277,31.28639136812885,185.01520399456678,1.0512227499691293,2.8282897796788484,0.600698714268074,78.94182270006272,1.1513392023471418,31.812002743113414,3.0034935713403694,46.65426680815374,104.0460231338493,0.8259607321186017,131.7282222163697,67.5035180158748,1.5017467856701847,112.58095069907486,17.22002980901812,58.71829931970422,1424.2316224165088
2014-02-11,143.0,2.1,19.6,51.3,3.7,72.0,6.2,61.1,15.9,55.8,6.9,8.3,256.8,114.6,24.5,42.0,21.4,192.2,62.9,364.7,2.1,5.7,1.3,157.1,2.4,62.1,6.2,99.2,211.1,1.7,265.5,136.5,3.3,225.5,34.5,121.4,2860.6000000000004
2014-02-12,140.5,2.0,21.0,53.8,3.6,68.9,6.2,60.8,15.1,57.8,6.5,8.2,263.3,117.2,23.9,36.0,22.4,190.8,64.5,373.7,2.1,5.2,1.2,161.9,2.4,59.6,6.3,99.1,214.0,1.3,270.2,136.7,2.6,224.5,35.3,115.8,2874.4
2014-02-13,143.6,2.0,19.4,52.9,3.6,72.5,6.3,61.2,14.4,55.9,5.6,8.4,264.5,119.3,24.5,42.8,22.2,197.5,64.8,370.5,1.7,5.3,1.1,168.8,2.1,60.6,6.2,99.1,210.8,1.8,274.2,139.0,2.8,227.5,34.8,120.3,2908.0
2014-02-14,143.0,1.7,20.6,54.3,3.5,73.6,6.2,58.0,14.5,56.2,5.7,8.1,261.5,117.1,24.4,41.3,22.2,194.7,64.2,377.2,2.2,5.4,1.4,173.2,2.0,60.7,6.3,102.3,213.4,1.2,269.6,136.5,2.5,225.6,34.3,115.6,2900.2
2014-02-15,142.9,1.9,21.2,56.3,3.1,75.0,6.1,54.0,14.5,56.3,5.7,9.5,256.2,110.8,22.5,42.2,21.7,186.1,59.4,369.4,1.9,5.1,1.1,234.9,2.2,54.6,5.4,99.6,211.5,1.8,257.4,134.9,2.8,232.7,32.4,119.7,2912.8000000000006
2014-02-16,144.2,2.0,18.2,55.6,3.5,75.0,6.2,58.5,15.6,55.4,6.4,8.3,265.7,109.7,23.5,38.0,21.7,193.6,61.7,382.8,1.6,4.9,1.1,177.1,2.1,63.5,6.1,86.2,206.8,1.5,269.4,138.0,2.8,224.9,34.0,118.6,2884.2
2014-02-17,144.8,2.0,22.3,53.9,3.2,76.7,5.2,58.2,14.0,56.0,5.9,8.5,260.5,111.9,24.1,42.2,21.7,199.1,62.7,388.2,1.8,5.1,1.2,180.9,1.4,66.7,6.3,88.4,213.0,1.8,272.3,141.4,2.6,230.1,36.7,116.8,2927.600000000001
2014-02-18,143.0,2.0,20.2,49.3,3.5,76.5,5.8,57.5,15.7,54.6,7.0,8.4,265.8,116.2,24.5,41.4,22.2,195.6,63.3,390.3,2.2,5.3,1.1,181.4,2.1,64.4,6.2,90.7,211.7,1.6,269.1,139.4,2.9,229.7,34.9,119.9,2925.4
2014-02-19,144.2,1.8,20.0,55.6,3.5,77.6,6.1,59.2,16.0,55.7,6.5,8.3,275.3,115.3,25.0,38.8,22.6,192.9,63.9,395.3,2.1,5.1,1.2,181.4,2.0,66.0,6.3,93.7,211.5,1.2,271.6,140.4,3.0,239.3,34.5,109.3,2952.2
2014-02-20,142.2,1.5,20.6,53.3,3.4,77.0,6.5,60.7,15.7,55.7,7.1,8.3,274.8,109.5,23.0,36.8,22.4,199.8,63.5,389.5,1.8,5.5,1.2,185.4,2.0,63.9,6.3,80.5,215.3,2.0,274.2,142.0,3.0,237.7,32.6,117.1,2941.8
2014-02-21,146.5,1.9,20.3,54.4,3.3,76.4,6.4,57.7,15.7,55.9,7.4,8.3,274.5,109.5,23.3,42.1,23.2,195.5,61.8,391.6,1.7,5.1,1.2,187.6,1.9,64.3,6.2,90.4,214.8,1.5,271.3,140.7,2.8,237.5,33.8,117.6,2954.100000000001
2014-02-22,141.3,1.9,19.5,54.5,3.1,80.4,6.1,56.1,14.5,55.5,8.6,7.4,266.4,104.5,22.0,42.1,22.0,187.4,57.6,383.6,1.7,5.2,1.1,190.4,1.9,65.0,5.6,87.8,214.8,1.2,258.9,136.7,2.7,225.7,32.4,117.6,2883.2
2014-02-23,142.4,1.6,17.9,54.3,3.4,80.1,6.1,58.5,15.8,56.6,7.7,8.3,274.5,112.8,22.5,40.4,22.2,193.3,61.2,399.4,1.7,4.9,0.9,185.0,1.7,65.5,6.0,88.2,213.6,1.3,264.6,140.0,2.9,225.8,33.0,138.4,2952.500000000001
2014-02-24,143.7,2.0,20.9,55.4,3.4,79.4,6.4,59.7,15.9,56.9,7.4,8.4,275.5,115.8,23.2,40.2,22.4,194.7,62.0,410.1,2.0,5.0,1.2,189.5,1.7,68.2,7.0,87.6,208.6,1.5,275.8,143.4,2.9,222.1,32.3,146.0,2998.2000000000007
2014-02-25,147.4,1.5,21.6,53.3,3.4,80.9,6.5,60.7,16.0,56.7,6.9,8.5,268.2,110.9,23.5,32.0,22.6,195.8,63.5,410.5,1.7,5.0,1.2,188.5,1.9,70.8,6.4,67.5,209.3,1.6,272.7,144.1,2.9,232.9,32.6,137.1,2966.6
2014-02-26,145.4,1.5,17.7,53.1,3.4,81.8,6.4,58.8,15.9,57.7,7.0,8.5,264.8,117.9,24.1,37.4,22.5,200.8,64.0,400.3,2.0,5.2,1.2,186.5,2.3,68.5,6.3,77.6,214.6,1.7,276.0,144.2,2.7,220.9,31.1,143.2,2972.999999999999
2014-02-27,147.4,1.5,18.1,53.1,3.4,81.2,6.4,59.1,15.5,56.7,6.5,8.4,264.7,124.7,25.3,43.2,22.6,200.1,64.1,388.7,1.9,4.3,1.2,185.1,2.0,68.6,6.4,81.7,210.9,1.3,274.7,145.1,2.6,225.5,33.1,137.8,2972.9
2014-02-28,70.83239005744372,0.7508733928350924,9.761354106856201,26.90629657659081,1.5768341249536941,40.39698853452797,3.103610023718382,27.632140856331404,7.633879493823439,28.282897796788482,3.8544834165534745,3.704308737986456,122.09201367498603,53.211894438913546,12.164148963928497,21.124571451760602,11.062867987770362,92.20725264014935,30.410372409821242,165.99307804274443,0.9761354106856202,2.27764929159978,0.6006987142680739,73.23518491451603,1.0011645237801232,33.714215338295645,3.028522684434873,35.81666083823391,86.9761680033982,0.6507569404570801,134.83183224008812,67.77883825991434,1.3015138809141602,101.56814093749351,15.618166570969924,67.85392559919785,1359.9318308767306
2014-03-01,135.6,1.5,20.9,54.4,2.9,80.2,6.0,51.3,15.0,56.3,8.9,6.4,223.1,87.9,23.3,41.2,21.6,168.3,57.4,274.5,2.0,4.8,1.2,107.5,2.0,66.1,5.7,61.4,136.6,1.3,264.0,125.7,2.6,180.3,29.3,133.3,2460.5000000000005
2014-03-02,258.6,1.2,16.7,40.6,3.1,60.2,5.7,54.6,14.0,55.2,8.8,6.9,230.0,81.3,23.7,38.6,16.1,172.8,68.6,324.7,1.4,3.7,0.8,111.6,1.2,66.9,5.5,82.2,158.0,1.7,249.8,124.8,2.9,207.3,32.2,111.7,2643.1000000000004
2014-03-03,253.8,1.5,20.9,41.2,3.4,64.9,5.8,57.9,14.4,56.2,9.3,7.6,238.4,86.0,24.6,38.9,19.4,176.7,63.2,343.0,1.4,4.2,1.0,117.2,1.3,62.8,6.1,86.8,165.6,1.3,250.5,133.4,2.9,214.2,30.8,109.6,2716.2
2014-03-04,244.8,1.5,19.2,41.9,3.4,61.7,5.8,58.5,14.7,57.0,10.4,7.9,240.5,90.6,25.5,36.4,20.0,178.7,64.0,327.9,1.4,4.7,1.1,121.0,1.4,57.1,6.2,87.0,172.6,1.4,253.8,134.7,2.9,217.5,31.8,109.2,2714.2000000000003
2014-03-05,248.7,1.4,20.2,41.4,3.4,62.8,6.0,58.6,14.8,55.6,11.0,8.3,243.1,89.9,24.1,37.3,19.6,181.4,64.8,340.8,1.5,4.5,1.1,124.3,1.5,59.2,6.1,93.9,178.6,1.4,267.4,139.3,2.9,211.5,31.7,107.5,2765.6
2014-03-06,250.4,1.4,19.9,40.8,3.4,66.2,6.0,58.1,14.8,56.7,10.6,8.1,248.2,91.1,24.6,36.5,20.2,179.5,64.4,335.4,1.5,4.4,1.1,124.8,1.5,64.7,6.3,95.3,176.2,1.3,264.5,129.3,2.8,213.3,32.7,112.5,2768.5000000000005
2014-03-07,256.8,1.5,19.9,40.3,3.4,67.4,6.0,59.2,14.7,54.4,9.7,8.2,250.0,93.4,24.3,36.8,20.4,175.2,64.7,336.7,1.5,4.2,1.0,128.0,1.4,67.2,6.2,97.1,184.6,1.4,261.7,129.9,2.9,209.9,32.8,114.9,2787.7000000000007
2014-03-08,253.3,1.4,20.9,41.3,3.3,65.8,6.3,55.9,14.6,56.0,9.9,8.3,250.5,94.9,24.5,37.8,19.6,159.8,65.3,336.7,1.5,4.2,1.1,130.3,1.3,66.1,6.2,94.8,186.4,1.2,266.6,134.2,2.7,207.1,31.8,115.4,2776.9999999999995
2014-03-09,252.9,1.5,21.4,42.4,3.0,67.0,6.2,52.9,14.4,51.7,10.3,7.6,242.6,89.6,23.3,35.4,20.0,151.1,59.6,311.4,1.5,4.1,1.0,130.1,1.5,64.0,5.8,103.8,187.1,1.2,257.8,127.4,2.7,216.5,29.7,109.7,2708.199999999999
2014-03-10,258.1,1.4,22.3,40.6,3.3,67.3,6.2,56.7,14.7,56.6,12.7,8.2,254.0,78.4,24.3,26.3,20.6,165.6,64.6,325.3,1.5,4.6,1.0,129.4,1.5,65.0,6.1,86.5,177.5,1.3,265.2,134.6,2.9,208.5,32.4,119.3,2744.5
2014-03-11,262.9,1.6,21.5,41.6,3.3,68.2,6.2,57.3,14.9,56.8,12.3,8.9,254.9,74.5,22.6,26.3,20.9,173.6,65.8,338.9,1.5,3.9,1.1,125.2,1.5,66.5,6.3,70.8,172.9,1.4,267.3,135.5,2.8,206.8,30.7,122.6,2749.8
2014-03-12,131.69067854672795,0.7946743407504727,10.72497496099457,20.81170753807931,1.6519214642372033,34.3086567742901,3.0848381888975047,28.67084904975328,7.371073806331157,28.395528805713745,6.144647264700507,4.461439409095174,127.54210305131407,39.189333827718194,11.281872727347265,13.57829385376792,10.362052821124275,88.07119170128271,32.99462833682868,172.67585123897675,0.7571306711087181,1.933498986550363,0.5381259315318163,63.667806434142214,0.7383588362878409,33.53901154663413,3.1661828064546396,36.75525257927777,87.01996895131359,0.65075694045708,133.86821138594973,68.73620183577908,1.4078876115657983,104.92829937043055,15.305302657288633,61.896996682706124,1388.715310935409
2014-03-13,131.77828044255872,0.7884170624768471,10.687431291352816,20.79919298153206,1.6519214642372033,34.477603287677994,3.0660663540766273,28.658334493206027,7.283471910500396,28.35798513607199,6.132132708153255,4.4676966873688,127.48578754685144,41.085289144626806,11.250586335979134,13.991274219827222,10.261936368746262,89.24130273845074,33.050943841291314,175.70437392341162,0.7633879493823439,1.9147271517294857,0.5256113749845647,64.66271367964872,0.7258442797405893,33.78930267757916,3.178697363001891,38.06928101673918,87.48926482183552,0.6006987142680739,133.930784168686,69.64350718545482,1.4141448898394242,106.33618698199635,15.242729874552376,62.42260805769068,1400.9295181255266
2014-03-14,131.8658823383895,0.7821597842032213,10.64988762171106,20.786678424984807,1.6519214642372033,34.646549801065895,3.0472945192557503,28.645819936658775,7.1958700146696355,28.320441466430236,6.119618151606003,4.473953965642425,127.42947204238881,42.98124446153541,11.219299944611006,14.404254585886521,10.161819916368252,90.41141377561875,33.10725934575395,178.7328966078465,0.7696452276559698,1.8959553169086083,0.5130968184373131,65.6576209251552,0.7133297231933378,34.03959380852419,3.1912119195491426,39.38330945420059,87.95856069235745,0.5506404880790678,133.99335695142224,70.55081253513056,1.4204021681130499,107.74407459356215,15.180157091816119,62.948219432675245,1413.143725315644
2014-03-15,131.95348423422024,0.7759025059295955,10.612343952069306,20.774163868437558,1.6519214642372033,34.81549631445379,3.028522684434873,28.633305380111526,7.1082681188388745,28.282897796788482,6.107103595058751,4.4802112439160515,127.37315653792616,44.87719977844402,11.188013553242877,14.817234951945824,10.06170346399024,91.58152481278677,33.163574850216584,181.76141929228137,0.7759025059295955,1.8771834820877311,0.5005822618900616,66.65252817066171,0.7008151666460862,34.28988493946922,3.2037264760963944,40.69733789166201,88.42785656287938,0.5005822618900616,134.0559297341585,71.4581178848063,1.4266594463866755,109.15196220512794,15.11758430907986,63.47383080765981,1425.3579325057615
2014-03-16,132.04108613005099,0.7696452276559698,10.574800282427551,20.761649311890306,1.6519214642372033,34.98444282784168,3.0097508496139955,28.62079082356427,7.0206662230081145,28.245354127146726,6.094589038511501,4.486468522189678,127.31684103346355,46.77315509535263,11.156727161874748,15.230215318005126,9.961587011612226,92.75163584995478,33.219890354679215,184.78994197671622,0.7821597842032213,1.8584116472668537,0.4880677053428101,67.6474354161682,0.6883006100988347,34.54017607041425,3.2162410326436457,42.01136632912342,88.89715243340132,0.4505240357010554,134.11850251689475,72.36542323448204,1.4329167246603012,110.55984981669374,15.055011526343602,63.99944218264437,1437.572139695879
2014-03-17,132.12868802588176,0.7633879493823439,10.537256612785797,20.749134755343054,1.6519214642372033,35.153389341229584,2.9909790147931186,28.608276267017022,6.933064327177353,28.207810457504973,6.0820744819642485,4.492725800463303,127.26052552900092,48.66911041226124,11.12544077050662,15.643195684064425,9.861470559234213,93.92174688712281,33.27620585914184,187.8184646611511,0.7884170624768472,1.8396398124459763,0.4755531487955585,68.6423426616747,0.6757860535515832,34.790467201359284,3.2287555891908974,43.32539476658483,89.36644830392325,0.40046580951204924,134.18107529963103,73.27272858415776,1.439174002933927,111.96773742825954,14.992438743607345,64.52505355762895,1449.7863468859964
