Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
2023-04-16,223.1751704783659,2.3956461505651085,32.22604773692872,115.30198852551588,4.307556059189187,116.8107848991891,24.97000410781325,89.65245017307117,18.704468021719887,70.89039450350117,16.677382817395564,13.740412777039301,416.1859310128375,138.53284566825545,28.793823925061403,52.75028543071249,32.0763198525184,273.8292655273339,90.60840512738322,533.0773386190167,2.545374034975428,4.860397478550365,1.808252142493856,241.4419723764249,2.1652955591646177,117.31755620027019,4.607011828009824,142.94405949357483,253.42020312925044,1.4281736666830456,346.83888547171966,231.24895870695312,4.507425915767996,381.8521753645943,38.376408527321836,211.68067596748142,4278.785270323265
2023-04-17,244.4,2.6,35.6,127.2,4.9,128.1,27.1,101.1,20.3,77.1,18.1,15.0,456.1,155.4,31.5,57.5,35.2,301.3,100.6,584.9,2.8,5.3,2.0,266.2,2.4,128.8,5.0,159.7,281.3,1.6,380.5,250.6,4.892929292929294,425.5,42.4,234.8,4714.8
2023-04-18,246.4,2.6,37.7,131.9,5.2,129.7,27.1,109.1,20.3,79.3,18.1,16.6,461.7,164.8,31.8,50.3,32.9,305.6,103.1,602.6,2.7,5.3,2.0,269.5,2.4,139.7,5.0,160.5,277.0,1.6,404.0,251.3,4.8939393939393945,439.7,43.9,245.7,4829.7
2023-04-19,246.5,2.4,32.9,127.7,4.8,129.8,27.1,107.1,20.3,80.6,18.1,15.8,458.1,153.6,29.3,58.2,35.9,307.8,103.3,606.7,2.9,4.8,2.0,266.2,3.0,141.7,5.0,135.6,271.4,1.6,409.4,251.7,4.894949494949495,435.8,42.2,242.1,4785.2
2023-04-20,247.8,2.3,29.1,127.4,4.8,123.7,27.1,103.9,20.3,80.9,18.1,15.7,459.9,161.0,28.9,57.5,35.9,309.5,102.6,596.5,2.0,4.4,2.0,247.8,2.2,124.8,5.0,141.7,273.5,1.4,415.4,242.5,4.895959595959596,443.2,44.3,237.9,4745.9
2023-04-21,241.3,2.4,27.8,122.7,4.8,110.7,27.1,98.8,20.3,79.3,18.1,16.1,452.4,157.3,29.2,59.3,35.1,298.1,99.5,581.9,1.4,5.0,1.3,239.5,2.3,111.0,5.0,138.6,274.2,1.3,405.4,219.2,4.896969696969697,420.3,42.8,220.4,4575.3
2023-04-22,228.7,2.2,26.6,102.4,4.6,104.6,27.1,89.3,20.3,76.9,18.1,14.9,439.3,150.9,30.3,59.0,31.8,278.4,94.2,563.4,2.1,5.1,1.5,250.3,2.0,111.0,5.0,139.9,262.9,0.9,394.0,200.4,4.897979797979798,418.1,43.0,189.2,4392.700000000001
2023-04-23,211.8,2.1,22.1,111.4,4.6,95.7,27.1,81.1,20.3,74.4,18.1,13.0,416.5,125.4,27.9,55.7,32.0,267.0,88.7,549.1,2.2,4.9,1.6,229.3,1.8,106.5,5.0,131.9,247.2,0.9,344.9,189.4,4.8989898989899,359.0,38.9,170.8,4079.8000000000006
2023-04-24,220.2,2.2,26.5,98.3,4.5,101.8,27.1,86.2,20.3,73.7,18.1,13.3,440.3,149.9,30.0,55.7,29.5,294.1,96.2,582.7,2.4,5.0,1.8,230.6,2.0,115.8,5.0,147.8,259.6,1.3,359.5,197.9,4.9,334.6,40.9,164.5,4040.357142857144
2023-04-25,228.4,2.1,30.7,105.4,4.3,102.0,27.1,87.7,20.3,76.6,18.1,15.9,445.6,155.4,31.7,54.6,30.5,287.6,92.5,590.0,2.6,5.1,1.8,241.2,2.3,108.1,5.0,149.7,269.7,1.5,370.5,188.1,5.5,360.2,42.9,172.6,4000.914285714286
2023-04-26,227.0,2.2,33.1,116.4,4.5,103.9,27.1,92.4,20.3,77.3,18.1,15.1,444.2,162.3,31.3,55.3,32.1,284.4,88.7,579.9,2.7,5.2,1.8,231.5,2.3,109.9,5.0,162.5,268.8,1.5,369.3,159.4,5.7,401.5,44.2,189.6,3961.471428571429
2023-04-27,232.9,2.8,33.4,114.8,4.5,107.2,27.1,94.1,20.3,77.9,18.1,15.3,447.3,159.3,30.0,52.5,32.8,289.5,90.1,551.1,2.6,5.1,1.9,210.8,2.4,119.9,5.0,153.1,265.1,1.5,374.6,177.9,4.9,406.8,43.2,182.0,3922.028571428572
2023-04-28,234.4,2.7,31.9,119.2,4.7,100.5,27.1,93.8,20.3,77.4,18.1,15.5,444.0,160.7,31.2,57.0,31.6,287.8,91.9,527.1,2.6,5.2,2.0,211.2,2.4,117.3,5.0,161.0,257.7,1.5,384.2,180.0,5.0,406.5,44.2,178.3,3882.5857142857135
2023-04-29,222.7,2.5,29.8,122.0,4.5,97.6,27.1,89.3,20.3,77.1,18.1,15.6,410.6,161.5,37.7,59.0,33.4,275.0,86.8,515.2,2.8,5.2,1.9,195.0,2.4,115.5,5.0,155.5,231.1,1.3,370.7,169.4,5.5,409.9,45.1,186.8,3843.142857142857
2023-04-30,210.6,2.5,28.3,105.2,3.9,89.5,27.1,81.6,20.3,74.4,18.1,14.2,377.5,135.5,28.9,57.8,31.7,229.1,79.1,484.2,2.5,5.2,1.8,178.1,2.5,118.6,5.0,140.6,213.6,1.0,332.2,157.7,5.2,343.4,37.5,159.4,3803.7
2023-05-01,176.1,2.6,27.8,95.6,4.0,84.6,27.1,76.6,20.3,70.8,18.1,13.7,386.8,129.6,27.9,56.4,31.3,223.7,82.0,483.4,2.7,5.4,1.9,176.0,2.4,109.0,5.0,142.2,211.0,1.0,298.3,137.9,5.8,293.1,34.3,144.7,3604.7
2023-05-02,183.1,2.4,29.0,97.7,3.7,87.2,27.1,74.5,20.3,72.5,18.1,14.8,391.1,130.4,29.2,56.1,31.1,230.3,85.4,510.8,2.7,5.5,1.8,176.1,2.4,108.6,5.0,139.1,217.5,1.5,299.0,152.8,5.8,300.2,36.7,160.2,3707.3
2023-05-03,188.6,2.5,30.6,110.5,3.7,87.9,27.1,74.7,20.3,73.7,18.1,15.6,388.3,129.5,28.4,55.9,29.3,242.4,87.0,512.2,2.7,5.3,1.8,184.1,2.4,105.9,5.0,140.1,222.2,1.6,313.6,160.4,5.6,308.1,37.2,181.2,3804.099999999999
2023-05-04,193.0,2.3,30.4,103.3,3.8,94.0,27.1,74.1,20.3,74.1,18.1,15.0,399.0,132.7,28.0,55.3,29.4,251.2,90.0,512.1,2.3,5.2,1.8,189.6,2.0,108.0,5.0,143.1,235.9,1.6,314.2,167.1,5.2,303.9,38.0,174.6,3850.9
2023-05-05,193.2,2.5,32.0,111.9,3.8,99.3,27.1,79.0,20.3,78.0,18.1,15.2,409.5,146.1,29.7,56.5,31.5,253.1,90.7,507.1,2.2,5.1,1.9,202.0,2.4,111.8,5.0,148.7,252.1,1.6,314.9,171.5,5.2,352.8,40.6,178.8,4003.2
2023-05-06,194.8,2.0,32.8,116.8,4.0,102.4,27.1,81.3,20.3,76.5,18.1,15.2,412.1,150.0,29.9,52.3,32.0,249.8,89.7,541.7,2.2,5.6,1.9,214.7,2.5,113.3,5.0,158.0,263.9,1.4,307.0,169.5,5.8,371.7,41.2,195.0,4109.4
2023-05-07,190.3,2.3,33.3,123.1,4.2,102.6,27.1,82.1,20.3,77.7,18.1,13.7,403.3,138.6,25.5,51.9,33.4,222.8,81.6,526.2,2.2,5.5,1.8,221.0,2.4,118.9,5.0,136.3,262.2,1.1,279.5,162.6,5.6,381.5,38.9,195.0,3997.9
2023-05-08,200.7,2.5,31.6,124.7,4.5,107.4,27.1,91.7,20.3,77.0,18.1,15.2,430.4,159.8,29.1,50.2,34.3,229.3,91.3,553.0,2.4,5.3,1.9,231.0,2.5,123.2,5.0,158.9,272.9,1.4,305.4,176.0,5.8,389.6,41.9,211.8,4235.7
2023-05-09,209.0,2.4,36.4,128.4,4.6,108.2,27.1,93.9,20.3,77.6,18.1,15.6,440.5,169.1,29.8,56.4,34.5,216.9,92.5,559.4,2.5,4.8,2.0,240.7,2.5,123.8,5.0,166.7,289.3,1.5,320.1,181.3,6.6,419.5,42.4,225.3,4376.4
2023-05-10,218.3,2.2,35.8,125.9,4.6,107.3,27.1,95.2,20.3,77.0,18.1,15.4,437.1,171.7,31.1,56.7,35.5,197.9,93.8,573.4,2.4,5.0,2.0,244.0,2.4,121.2,5.0,172.3,271.2,1.5,337.9,184.8,6.4,430.8,43.2,229.2,4406.099999999999
2023-05-11,219.6,2.5,36.2,129.3,4.9,106.6,27.1,99.8,20.3,77.9,18.1,15.9,447.0,178.3,30.2,55.9,35.6,218.4,92.7,587.2,2.5,4.8,1.9,250.7,2.5,123.2,5.0,179.2,294.7,1.5,344.0,186.7,6.2,431.1,44.2,225.3,4508.6
2023-05-12,224.5,2.3,36.4,132.7,5.1,106.5,27.1,103.9,20.3,78.2,18.1,16.1,440.3,184.5,30.5,57.8,36.2,220.3,93.0,588.0,2.5,4.9,1.8,258.4,2.5,122.6,5.0,186.3,301.2,1.5,351.3,185.9,6.3,459.2,45.8,222.7,4580.9
2023-05-13,224.0,2.5,37.7,137.5,5.1,105.7,27.1,104.4,20.3,80.1,18.1,15.9,441.6,187.5,29.0,56.8,37.7,219.4,93.3,585.7,2.4,5.2,1.8,263.7,2.6,121.0,5.0,191.3,299.0,1.4,361.1,184.4,5.9,479.6,46.8,216.4,4619.200000000001
2023-05-14,226.3,2.4,31.3,132.9,5.1,104.2,27.1,106.9,20.3,77.8,18.1,15.3,424.9,168.8,26.4,53.3,38.3,214.1,87.1,567.6,2.0,4.9,1.3,258.7,2.2,130.1,5.0,169.3,278.6,1.1,337.2,179.6,4.2,470.1,43.9,196.7,4433.2
2023-05-15,237.5,2.5,31.3,108.4,5.6,107.5,27.1,115.4,20.3,75.1,18.1,15.8,445.7,181.5,29.5,55.7,34.4,245.9,96.5,591.3,2.1,4.9,1.6,255.7,2.3,136.0,5.0,193.2,272.7,1.4,372.9,190.4,4.8,476.4,46.9,182.2,4595.999999999999
2023-05-16,245.1,2.6,27.0,130.3,5.8,108.6,27.1,117.7,20.3,77.5,18.1,15.5,444.4,182.2,31.1,55.4,33.8,263.6,98.0,591.1,2.2,4.4,1.6,262.4,2.4,118.5,5.0,198.0,276.9,1.0,384.9,195.9,5.2,479.0,48.4,185.1,4669.3
2023-05-17,249.0,2.7,26.6,121.9,6.0,109.0,27.1,118.6,20.3,77.7,18.1,14.5,439.4,198.3,31.4,54.4,34.5,274.4,99.4,594.6,2.2,4.6,1.5,261.4,2.3,120.6,5.0,202.8,310.4,1.5,396.7,198.4,4.2,492.5,48.2,205.1,4778.2
2023-05-18,251.0,2.7,30.0,107.7,5.0,108.8,27.1,110.8,20.3,76.3,18.1,16.2,446.2,153.0,30.5,55.8,34.5,283.5,98.2,596.7,2.3,4.8,1.7,265.4,2.4,132.8,5.0,144.4,287.3,1.4,397.1,200.8,3.6,442.2,37.9,178.9,4584.999999999999
2023-05-19,247.9,2.7,31.9,126.0,5.6,106.0,27.1,111.9,20.3,78.5,18.1,16.0,443.6,188.1,32.3,57.6,35.3,286.2,98.2,593.5,2.4,4.7,1.7,271.7,2.4,125.6,5.0,187.4,307.8,1.4,391.3,204.1,4.8,486.7,47.9,177.0,4752.899999999999
2023-05-20,235.8,2.3,31.8,132.0,5.8,104.2,27.1,110.9,20.3,78.4,18.1,16.5,447.8,193.4,31.7,56.0,36.6,287.5,96.9,596.0,2.2,4.8,1.7,271.2,2.4,121.5,5.0,197.3,318.0,1.3,387.7,195.5,5.2,501.3,48.7,191.4,4787.7
2023-05-21,225.7,2.4,27.2,131.7,5.5,105.3,27.1,110.2,20.3,73.2,18.1,12.5,422.7,184.0,28.7,55.8,36.6,243.3,86.9,579.3,2.3,4.5,1.8,255.9,2.5,119.4,5.0,212.0,315.0,1.1,350.1,181.2,4.9,501.7,46.1,200.4,4602.0
2023-05-22,233.0,2.6,30.9,130.3,6.5,106.6,27.1,129.9,20.3,76.0,18.1,15.0,446.3,203.4,30.8,56.7,32.7,236.5,88.6,590.0,2.3,4.5,1.8,256.4,2.5,118.2,5.0,214.4,327.3,1.5,360.7,179.1,4.9,521.7,49.8,201.3,4735.1
2023-05-23,233.3,2.6,34.0,106.8,6.9,109.0,27.1,135.0,20.3,74.9,18.1,14.8,453.7,205.4,31.4,57.0,34.0,246.1,91.5,594.7,2.5,4.6,1.9,266.8,2.5,120.1,5.0,233.4,330.9,1.5,382.9,193.3,4.3,507.1,48.0,195.2,4799.6
2023-05-24,243.0,2.5,32.3,110.7,6.0,107.7,27.1,119.1,20.3,76.7,18.1,15.8,451.1,175.5,29.7,52.1,36.0,242.8,94.6,600.8,2.4,4.9,1.9,268.3,2.6,126.3,5.0,180.0,277.0,1.4,384.3,194.7,4.0,453.1,35.2,181.4,4588.799999999999
2023-05-25,235.8,2.5,36.3,109.8,5.0,108.9,27.1,111.5,20.3,71.1,18.1,16.0,445.9,161.6,24.7,52.0,30.7,245.8,94.0,592.7,2.4,5.0,1.8,262.1,2.6,120.0,5.0,153.8,225.0,1.5,385.4,193.7,5.0,441.6,40.9,189.5,4448.2
2023-05-26,237.2,2.6,30.1,103.5,5.0,106.9,27.1,103.8,20.3,65.3,18.1,17.0,439.6,161.1,29.3,54.7,27.3,253.7,92.7,587.9,2.2,4.9,1.7,239.2,2.5,124.2,5.0,160.6,195.1,1.5,375.5,195.0,5.0,391.7,43.5,161.6,4294.2
2023-05-27,244.2,2.5,31.3,101.9,4.8,97.8,27.1,97.4,20.3,71.9,18.1,15.3,432.4,143.0,30.3,55.2,29.0,259.8,92.1,586.9,2.4,5.3,1.8,251.4,2.4,113.6,5.0,158.7,230.7,1.8,369.8,198.2,4.5,371.2,44.3,171.6,4296.900000000001
2023-05-28,233.8,2.6,34.0,122.2,4.7,97.9,27.1,98.0,20.3,74.3,18.1,13.6,409.5,146.8,26.4,55.9,32.5,246.6,87.5,568.1,2.3,5.2,1.8,230.0,2.5,116.0,5.0,161.2,213.8,1.7,345.2,191.7,4.8,399.3,42.4,172.6,4218.700000000001
2023-05-29,233.9,2.6,37.7,127.4,5.2,106.0,27.1,99.0,20.3,74.3,18.1,16.1,388.0,154.4,28.0,53.6,33.7,265.6,94.4,583.7,2.4,5.2,1.8,213.3,2.6,121.6,5.0,158.4,204.7,1.9,374.3,201.6,5.7,434.2,45.8,204.9,4357.2
2023-05-30,219.5,2.8,42.6,131.4,4.8,108.5,27.1,97.7,20.3,76.7,18.1,15.6,397.0,146.0,27.8,56.2,37.4,245.3,93.4,594.1,2.5,5.1,1.8,237.0,2.5,123.1,5.0,152.1,205.2,2.0,380.3,185.6,6.4,438.7,46.6,223.0,4381.9
2023-05-31,222.7,2.9,45.2,137.7,4.4,109.7,27.1,92.4,20.3,75.7,18.1,16.1,422.0,141.9,27.3,53.0,36.4,243.1,93.0,600.3,2.4,5.2,1.9,239.3,2.6,131.5,5.0,139.5,219.7,2.0,374.6,191.4,6.6,457.4,46.5,227.1,4441.2
2023-06-01,233.9,2.6,45.1,133.0,4.3,107.7,27.1,88.6,20.3,73.9,18.1,14.4,435.1,141.6,26.7,52.6,36.0,234.9,91.8,587.7,2.5,4.9,1.9,253.4,2.7,132.9,5.0,133.7,216.3,2.0,389.4,198.6,6.6,457.0,45.6,228.9,4458.299999999999
2023-06-02,243.0,2.6,43.5,133.4,4.4,107.9,27.1,94.0,20.3,74.0,18.1,15.8,443.2,149.9,27.9,53.5,37.2,241.6,93.1,593.2,2.5,4.6,1.9,259.0,2.8,129.7,5.0,139.3,239.8,2.0,386.1,203.6,6.6,473.6,45.2,233.9,4560.7
2023-06-03,253.7,2.8,44.4,137.7,4.5,106.8,27.1,98.0,20.3,75.5,18.1,14.8,450.9,162.2,28.6,52.0,38.0,250.9,93.6,601.1,2.6,4.7,2.1,254.2,3.0,124.7,5.0,150.7,250.8,1.4,388.0,205.8,6.6,496.6,47.5,236.2,4664.0
2023-06-04,238.8,2.7,40.1,140.5,4.6,104.9,27.1,97.6,20.3,74.8,18.1,15.2,385.6,150.9,26.2,50.5,38.9,231.9,84.8,545.5,2.6,4.8,1.9,234.0,2.9,121.0,5.0,155.0,214.4,1.9,356.8,188.1,6.1,476.3,44.2,222.3,4335.6
2023-06-05,235.0,2.9,43.2,144.2,5.5,104.6,27.1,110.0,20.3,75.7,18.1,16.0,430.8,177.6,29.1,51.7,36.6,257.9,92.1,559.5,2.6,4.7,1.8,251.7,2.8,124.5,5.0,178.9,253.2,2.0,378.2,193.3,6.6,494.5,47.4,232.4,4621.299999999999
2023-06-06,244.4,2.9,46.3,145.1,5.3,105.9,27.1,113.7,20.3,76.2,18.1,16.2,440.5,179.8,29.5,51.5,36.4,262.0,91.3,597.6,2.3,4.4,1.8,256.0,3.0,129.3,5.0,177.3,251.0,1.5,371.5,203.4,7.0,503.9,47.9,237.6,4715.2
2023-06-07,245.6,3.1,47.6,146.2,5.5,107.2,27.1,116.1,20.3,76.6,18.1,16.4,450.2,189.1,30.4,46.8,37.3,263.3,87.4,604.1,2.1,4.7,1.9,253.8,3.0,133.8,5.0,174.2,264.5,1.4,353.9,204.5,7.0,519.4,48.8,238.4,4757.5
2023-06-08,242.1,2.9,47.4,148.5,5.7,111.1,27.1,121.2,20.3,75.9,18.1,17.1,460.0,200.2,31.8,50.5,38.2,264.8,82.2,601.2,2.2,4.5,1.9,253.7,3.0,132.1,5.0,188.5,287.8,1.5,380.9,203.2,5.8,527.8,50.2,243.1,4861.0
2023-06-09,249.8,2.9,40.7,145.7,6.1,111.7,27.1,126.4,20.3,78.1,18.1,16.0,462.3,208.3,32.6,50.1,37.3,256.1,80.5,626.3,2.3,4.7,1.8,251.2,2.9,133.1,5.0,208.8,295.8,1.5,389.0,204.5,5.4,535.9,51.7,218.9,4912.799999999999
2023-06-10,244.6,2.9,38.6,146.0,6.2,111.2,27.1,126.2,20.3,79.2,18.1,14.5,455.5,199.6,31.7,49.4,37.7,238.5,77.8,614.4,2.3,4.9,1.6,257.6,2.8,136.6,5.0,204.2,309.3,1.5,382.7,197.1,4.9,542.4,52.8,198.9,4848.499999999999
2023-06-11,241.6,2.5,33.3,144.3,5.5,109.2,27.1,119.1,20.3,78.0,18.1,13.5,416.5,182.2,27.7,50.7,37.6,221.5,72.7,585.6,2.2,5.6,1.8,253.0,2.6,122.7,5.0,175.2,304.0,1.1,352.4,188.4,4.5,531.5,48.6,205.8,4615.000000000001
2023-06-12,251.7,2.7,37.1,133.8,6.6,112.4,27.1,135.2,20.3,76.9,18.1,14.3,374.1,212.0,30.6,58.8,37.4,245.2,77.2,610.0,2.3,5.1,1.8,261.7,2.6,122.0,5.0,207.1,325.1,1.4,376.0,205.2,4.9,554.8,52.6,204.4,4816.9
2023-06-13,250.7,2.9,39.5,139.0,6.9,111.9,27.1,143.6,20.3,78.3,18.1,15.0,397.1,226.6,29.7,53.4,37.3,256.3,76.8,615.2,2.4,4.8,1.9,264.5,2.7,116.0,5.0,220.3,332.2,1.5,374.0,212.8,5.3,551.2,53.5,217.7,4914.7
2023-06-14,254.6,2.4,36.8,127.5,6.5,110.4,27.1,142.6,20.3,79.9,18.1,15.2,367.4,222.9,30.4,51.7,36.1,261.1,78.9,611.2,2.1,4.9,1.7,257.8,2.6,120.7,5.0,205.5,331.5,1.4,379.1,217.3,5.1,532.9,52.8,225.8,4851.500000000001
2023-06-15,257.9,2.5,27.1,123.5,5.9,111.9,27.1,138.5,20.3,79.6,18.1,15.3,321.3,222.8,31.3,52.2,38.1,271.7,81.7,613.4,2.2,4.2,1.7,261.5,2.5,120.1,5.0,177.8,315.4,1.4,394.7,219.3,4.1,523.2,53.7,238.5,4789.799999999999
2023-06-16,263.8,2.7,27.4,135.0,6.4,117.0,27.1,136.8,20.3,79.7,18.1,15.3,276.5,223.8,32.5,53.9,41.7,276.6,83.8,604.2,2.2,4.1,1.4,265.2,2.3,130.2,5.0,219.4,292.3,1.6,405.6,225.2,3.9,544.5,53.9,238.4,4843.5
2023-06-17,261.0,2.3,26.5,148.3,6.6,117.8,27.1,132.1,20.3,80.1,18.1,15.0,296.3,230.1,33.0,52.7,43.3,274.3,81.9,613.8,2.2,4.4,1.7,257.8,2.3,130.2,5.0,240.4,254.8,1.2,383.2,224.6,3.7,568.5,55.8,227.6,4850.7
2023-06-18,251.5,2.5,25.4,146.6,6.2,118.0,27.1,126.7,20.3,78.2,18.1,13.1,312.3,208.5,30.2,50.5,40.4,259.4,73.0,599.3,2.1,4.4,1.6,247.0,2.3,127.5,5.0,244.7,203.6,0.9,345.6,210.7,3.7,543.4,48.6,206.7,4607.1
2023-06-19,243.9,2.5,27.9,139.1,6.9,120.6,27.1,125.2,20.3,78.6,18.1,14.3,364.0,216.6,31.3,48.2,37.7,269.1,81.3,627.3,2.4,4.5,1.6,242.2,2.3,118.2,5.0,264.1,221.3,1.3,341.1,221.2,4.0,541.4,52.5,197.2,4722.3
2023-06-20,235.7,2.7,30.8,133.8,7.4,120.4,27.1,128.7,20.3,76.2,18.1,15.2,385.6,230.3,32.7,52.8,37.0,253.5,82.6,633.4,2.3,4.6,1.6,243.3,2.6,123.8,5.0,291.6,247.5,1.2,345.7,230.1,4.5,498.2,52.5,206.8,4789.6
2023-06-21,222.1,2.5,30.2,135.5,7.7,114.5,27.1,132.4,20.3,75.6,18.1,15.6,396.5,238.4,34.3,53.9,35.8,246.2,81.5,636.1,2.4,4.7,1.6,239.2,2.7,125.0,5.0,333.1,272.7,1.4,345.4,222.0,4.9,484.4,53.7,208.4,4834.599999999999
2023-06-22,215.6,2.6,31.9,137.2,7.9,105.8,27.1,137.3,20.3,75.9,18.1,15.4,412.0,237.9,34.2,54.7,34.4,241.6,81.6,626.6,2.3,4.7,1.6,244.7,2.7,116.7,5.0,333.5,289.3,1.4,351.9,204.2,5.3,513.2,55.6,211.0,4866.0
2023-06-23,211.6,2.7,36.9,136.0,7.5,99.7,27.1,143.3,20.3,78.3,18.1,14.4,416.3,249.6,33.7,55.8,36.7,241.7,82.1,613.4,2.4,4.8,1.8,231.1,2.7,110.3,5.0,339.8,303.1,1.5,356.9,198.1,5.6,528.3,53.4,214.2,4888.7
2023-06-24,206.6,2.6,41.6,142.5,6.7,102.5,27.1,136.4,20.3,78.1,18.1,14.0,410.9,251.2,32.8,54.5,35.9,221.8,82.5,564.2,2.6,4.8,1.9,215.0,2.7,106.8,5.0,343.5,311.9,1.3,361.6,179.5,5.5,498.1,51.1,209.8,4756.600000000001
2023-06-25,197.4,2.9,40.3,138.6,5.5,90.4,27.1,106.7,20.3,75.3,18.1,12.1,374.0,176.0,28.0,50.5,33.3,204.6,73.9,512.9,2.4,4.9,1.8,211.3,2.7,111.9,5.0,300.3,265.4,0.9,336.3,170.1,9.5,424.6,40.9,192.7,4272.0
2023-06-26,202.0,3.0,42.1,129.6,5.8,87.1,27.1,114.1,20.3,73.0,18.1,13.4,374.6,193.9,29.9,43.7,32.6,219.1,77.0,523.6,2.5,5.6,1.8,203.4,2.9,99.8,5.0,260.7,259.1,1.3,358.2,182.8,5.6,462.7,44.9,190.4,4320.099999999999
2023-06-27,216.9,2.9,40.5,119.9,6.0,85.0,27.1,119.6,20.3,74.5,18.1,13.7,367.8,213.8,31.7,51.8,30.7,234.8,74.4,512.6,2.4,5.4,1.7,201.1,2.8,106.3,5.0,291.8,260.5,1.3,366.1,186.3,5.2,470.6,47.5,184.1,4403.500000000001
2023-06-28,229.1,2.9,40.7,115.0,6.2,86.7,27.1,122.5,20.3,73.7,18.1,12.4,357.0,211.1,34.6,52.8,31.1,235.8,74.1,502.6,2.5,5.4,1.8,205.7,2.8,110.5,5.0,297.9,259.1,1.3,367.5,187.6,4.8,470.4,46.0,164.9,4392.699999999999
2023-06-29,235.5,2.9,40.8,104.3,6.0,93.6,27.1,115.6,20.3,74.5,18.1,12.6,346.3,209.5,34.2,53.1,31.7,228.6,71.4,488.5,2.5,5.5,1.8,202.1,2.8,116.1,5.0,308.6,252.5,1.2,372.5,188.4,4.7,450.9,46.3,176.3,4356.500000000001
2023-06-30,233.0,2.7,40.5,97.7,6.4,100.8,27.1,118.2,20.3,76.1,18.1,13.8,333.6,221.5,36.0,52.5,33.6,218.6,76.2,487.4,2.5,5.3,1.8,201.5,2.9,98.6,5.0,311.6,249.2,1.3,374.3,199.1,4.6,396.1,45.8,190.7,4310.9
2023-07-01,240.0,2.8,39.9,109.7,6.2,105.3,27.1,117.1,20.3,75.1,18.1,12.4,325.3,227.3,34.9,52.4,33.8,224.9,78.5,494.1,2.6,5.1,1.9,204.5,2.7,123.5,5.0,309.4,255.1,1.2,376.9,209.8,4.6,415.4,44.1,190.3,4399.4
2023-07-02,239.1,2.6,37.9,109.7,6.2,109.7,27.1,116.8,20.3,74.0,18.1,11.3,323.1,223.8,30.7,53.8,34.2,211.4,71.7,495.5,2.5,4.9,1.9,208.9,2.7,137.9,5.0,306.7,260.8,1.0,337.2,205.0,5.0,428.4,41.8,190.5,4358.1
2023-07-03,226.7,2.7,38.4,116.3,7.3,113.8,27.1,136.9,20.3,74.5,18.1,12.3,355.6,249.2,35.7,52.5,34.2,222.6,72.0,524.5,2.6,4.7,1.9,225.5,2.8,128.9,5.0,300.4,276.8,1.4,346.2,221.4,5.8,485.4,46.7,202.0,4599.3
2023-07-04,213.7,2.6,41.5,119.7,6.8,116.8,27.1,139.5,20.3,76.1,18.1,12.8,378.6,250.5,34.1,49.7,35.5,219.1,68.8,535.6,2.7,5.4,1.9,234.0,2.7,125.0,5.0,309.9,296.6,1.3,339.1,230.0,6.0,493.3,47.4,218.1,4686.5
2023-07-05,207.7,2.8,44.6,118.0,6.1,115.2,27.1,134.4,20.3,74.9,18.1,12.1,384.0,240.2,33.8,48.7,36.7,212.0,66.2,520.3,2.7,5.3,1.8,232.8,2.8,117.9,5.0,230.4,301.4,1.5,342.8,212.3,5.1,490.9,48.3,220.1,4546.6
2023-07-06,201.3,2.6,41.8,132.1,6.2,106.4,27.1,123.5,20.3,73.5,18.1,12.1,367.8,224.7,33.1,49.6,36.0,203.1,68.8,508.2,2.4,5.0,1.5,229.4,2.6,117.2,5.0,213.1,274.8,1.4,345.1,217.4,5.7,458.0,42.4,207.3,4387.2
2023-07-07,207.7,2.6,42.8,128.5,6.4,100.0,27.1,125.0,20.3,73.3,18.1,12.2,363.3,233.4,35.0,50.3,35.3,203.7,71.3,503.9,2.6,5.2,1.6,219.1,2.8,120.2,5.0,239.1,260.1,1.3,358.4,218.0,5.5,464.3,43.9,194.3,4403.799999999999
2023-07-08,209.4,2.4,43.7,133.6,5.2,99.9,27.1,111.3,20.3,73.7,18.1,12.3,350.5,196.1,33.5,48.1,35.9,203.1,70.8,495.1,2.5,5.2,1.8,224.6,2.9,119.2,5.0,190.0,240.5,1.2,360.6,216.9,5.5,433.6,42.8,189.8,4235.7
2023-07-09,217.1,2.5,42.6,139.6,3.9,102.4,27.1,101.4,20.3,71.1,18.1,11.6,321.0,148.6,30.3,43.9,36.5,188.3,67.3,485.7,2.3,5.0,1.8,217.9,2.9,122.8,5.0,150.4,234.5,1.0,331.6,215.9,5.4,422.0,36.1,199.5,4034.1
2023-07-10,219.3,2.7,41.9,142.3,4.0,111.0,27.1,107.9,20.3,75.1,18.1,12.5,342.0,162.3,23.0,46.8,39.5,215.0,76.3,514.9,2.3,4.9,1.7,224.7,2.9,124.3,5.0,172.2,238.8,1.4,343.1,235.1,5.7,449.3,39.1,220.2,4274.3
